ID,Name,Concepticon_ID,Concepticon_Gloss,Description
tobounceaball,to bounce a ball,,,
floor,floor,,,
bedriedup,be dried up,,,
beoldandwrinkled,be old and wrinkled,,,
dirtsoilbedirtysoiled,"dirt, soil, be dirty, soiled",,,
pestleforpoundingtopoundwithapestle,"pestle for pounding, to pound with a pestle",,,
topoundfoodwithamortarandpestle,to pound (food) with a mortar and pestle,,,
toburnbeburning,"to burn, be burning",,,
appearsuddenly,appear suddenly,,,
toemergesprout,"to emerge, sprout",,,
yellowginger,yellow ginger,,,
beorangeyellow,"be orange, yellow",,,
becrackedbroken,"be cracked, broken",,,
pieceofshatteredobjectbeshattered,"piece of shattered object, be shattered",,,
beshatteredbroken,"be shattered, broken",,,
shattereditbreakit,"shattered it, break it",,,
beshatteringthingsbebreakingintopieces,"be shattering things, be breaking into pieces",,,
befrustratedhaveaskinrashasanobjectofbadgossip,"be frustrated, have a skin rash as an object of bad gossip",,,
tobefinishedusedupdepleted,"to be finished, used up, depleted",,,
beverydark,be very dark,,,
becompletelyfinished,be completely finished,,,
year,year,,,
befullofbranches,be full of branches,,,
bestartledscaredfrightenedshocked,"be startled, scared, frightened, shocked",,,
gounderwaterofoutrigger,go under water (of outrigger),,,
beworriedanxious,"be worried, anxious",,,
brightnesslightilluminationbebright,"brightness, light, illumination, be bright",,,
speciesofyellowsnapper,species of yellow snapper,,,
machetewithbroadblade,machete with broad blade,,,
speciesofediblereeffish,species of edible reef fish,,,
expertcanoebuilder,expert canoe builder,,,
beveryflatasaboard,be very flat (as a board),,,
waterclearliquid,"water, clear liquid",,,
starandmonthname,star and month name,,,
meeting,meeting,,,
meetencountersomeone,"meet, encounter (someone)",,,
basetrunksourcecorebeginningof,"base, trunk, source, core, beginning of",,,
dippingnet,dipping net,,,
bedarkblackallover,"be dark, black all over",,,
clanworkforceteammemberofagroup,"clan, work force, team, member of a group",,,
squanderwaste,"squander, waste",,,
respectfultermforonewhoisdead,respectful term for one who is dead,,,
respectfultermforghostorspirit,respectful term for ghost or spirit,,,
totrapafishorsmallanimal,to trap (a fish or small animal),,,
afishtraptolowerafishtrapinthewater,"a fish trap, to lower a fishtrap in the water",,,
linethatsecurestheoutriggerfloattotheoutriggerboom,line that secures the outrigger float to the outrigger boom,,,
toplaceafishtrapinthewater,to place a fish trap in the water,,,
alagoonfishperhapsagoatfish,a lagoon fish (perhaps a goatfish),,,
speciesoflagoonfishperhapsagoatfish,"species of lagoon fish, perhaps a goatfish",,,
tosipliquidthroughastrawtosiphonliquid,"to sip (liquid) through a straw, to siphon (liquid)",,,
tobreakaswavesonabeachhatchasanegg,"to break (as waves on a beach), hatch (as an egg)",,,
dropofliquiddripdown,"drop (of liquid), drip down",,,
swingthearmsquicklywhenwalkingorrunningrunoffrunaway,"swing the arms quickly when walking or running, run off, run away",,,
lieinwaitforpreyasahunterwaitpatientlytocatchadesiredvarietyoffish,"lie in wait for prey (as a hunter), wait patiently to catch a desired variety of fish",,,
dribble,dribble,,,
dripdownrundown,"drip down, run down",,,
leavedepartgo,"leave, depart, go",,,
tobeopen,to be open,,,
tobeopening,to be opening,,,
tocoilarope,to coil (a rope),,,
torelaxorreducetensionmakepeacebetweenpeople,"to relax or reduce (tension), make peace between (people)",,,
speciesofsmallfish,species of small fish,,,
meatorsauceeatentogetherwithriceortaro,meat or sauce eaten together with rice or taro,,,
smellmustyormoldyfromlongstorage,smell musty or moldy from long storage,,,
faceorproceedinadirectionwithdirectionalsuffix,face or proceed (in a direction) (with directional suffix),,,
chopitwithamachete,chop it with a machete,,,
bowlhisbowl,"bowl, his bowl",,,
agemateofpeerof,"age mate of, peer of",,,
liftmoveorremovesomething,"lift, move, or remove (something)",,,
toliftmoveorremoveanobjectormagicspell,"to lift, move, or remove (an object or magic spell)",,,
cryatsomeone,cry at (someone),,,
berestingcalmrelaxed,"be resting, calm, relaxed",,,
belowbenearthegroundbelowinrankorgrade,"be low, be near the ground, be low in rank or grade",,,
tobeexpectingsomeonetowaitforsomeonesarrival,"to be expecting (someone), to wait for (someone's arrival)",,,
evilmagiciansorcerer,"evil magician, sorcerer",,,
alightlandofflyingthings,"alight, land (of flying things)",,,
noiwont,"no, I wonʻt",,,
befar,be far,,,
beveryfar,be very far,,,
meansoftransportationridevehiclethatprovidestransportationhismeansoftransportation,"means of transportation, ride, vehicle that provides transportation, his means of transportation",,,
upperinnerpartofthethighhisupperthigh,"upper, inner part of the thigh, his upper thigh",,,
pickleavesfrombranches,pick leaves (from branches),,,
topickleavesfrombranches,to pick leaves from branches,,,
topickleaves,to pick (leaves),,,
towashdisheshands,"to wash (dishes, hands)",,,
befreetodoataskwithoutoutsideinterference,be free to do a task without outside interference,,,
tohelpaidassist,"to help, aid, assist",,,
beabletodoajobdespiteoutsidedistractionsbereadyprepared,"be able to do a job despite outside distractions, be ready, prepared",,,
towashkitchenthings,to wash kitchen things,,,
befreetodosomethingbefreefrominterferenceinoneswork,"be free to do something, be free from interference in one's work",,,
smallestoffivestagesofgrowthoftheskipjack,smallest of five stages of growth of the skipjack,,,
tongspokeranimalprodstickusedintheroastingofbreadfruit,"tongs, poker, animal prod, stick used in the roasting of breadfruit",,,
tonudgeprodorpokesomething,"to nudge, prod, or poke (something)",,,
tohelpsomeone,to help (someone),,,
topushsomething,to push (something),,,
slicechunkpiecesliceof,"slice, chunk, piece, slice of",,,
topushbrushorgrassorotherobstructionsoutofoneswaywhentravelingintheforest,to push brush or grass or other obstructions out of one's way when traveling in the forest,,,
towanderbetweenandamongobjectsorpeople,to wander between and among objects or people,,,
towedgeanobjectintoacrackorspacebetweenobjectsforsafekeepingorstorage,to wedge an object into a crack or space between objects for safekeeping or storage,,,
toshoveorwedgesomethingintoaspaceforstorage,to shove or wedge (something) into a space for storage,,,
choporcutsomethingdown,chop or cut (something) down,,,
reacharriveat,"reach, arrive at",,,
mountainpeak,mountain peak,,,
tocatchsomethingeithercatcherorpreymustbemoving,to catch something (either catcher or prey must be moving),,,
haveenough,have enough,,,
bewideopenofwoundvaginaeyelidrolledback,"be wide open (of wound, vagina, eyelid rolled back)",,,
betornripped,"be torn, ripped",,,
tosubmergedivefromthesurface,"to submerge, dive from the surface",,,
scoopupshovelupsandrice,"scoop up, shovel up (sand, rice)",,,
wrapsomethingintoabundle,wrap (something) into a bundle,,,
topunchhitsomeoneorsomething,"to punch, hit (someone or something)",,,
closedfist,closed fist,,,
toopensomethingwide,to open (something) wide,,,
makerowsorlines,make rows or lines,,,
plantsomethinginrows,plant (something) in rows,,,
rowoflineof,"row of, line of",,,
totearorripsomething,to tear or rip (something),,,
smallatollslowislands,"small atolls, low islands",,,
anytightlywrappedbundle,any tightly wrapped bundle,,,
sucklenursefromabreast,"suckle, nurse (from a breast)",,,
shootofacoconutfrond,shoot of a coconut frond,,,
tobeearlyinthemorning,to be early in the morning,,,
getupearlyinthemorning,get up early in the morning,,,
toblowaironofapersonorwind,to blow air on (of a person or wind),,,
abdomenstomachhisabdomen,"abdomen, stomach, his abdomen",,,
pourorsprinklewater,pour or sprinkle water,,,
fruitfloweritsfruit,"fruit, flower, its fruit",,,
scentoraromapleasantorunpleasantontheair,scent or aroma (pleasant or unpleasant) on the air,,,
growingtopsproutofleavesasofbanana,growing top sprout of leaves (as of banana),,,
veinsarterieshisvein,"veins, arteries, his vein",,,
rootsrootof,"roots, root of",,,
tohavevaricoseorbadlyswollenveins,to have varicose or badly swollen veins,,,
forestjungle,"forest, jungle",,,
toresemblelooklikesomething,"to resemble, look like (something)",,,
bethesame,be the same,,,
toturnsomethingovertilltheground,"to turn (something) over, till (the ground)",,,
beilluminated,be illuminated,,,
tomasturbate,to masturbate,,,
befatofanimalsandfish,be fat (of animals and fish),,,
topulluporuprootaplant,to pull up or uproot a plant,,,
fat,fat,,,
beuprootedpulledup,"be uprooted, pulled up",,,
toturnandfaceintheopppositedirection,to turn and face in the oppposite direction,,,
toflipsomethingover,to flip (something) over,,,
toturnfoodwhencooking,to turn food when cooking,,,
tocutandgatherfirewoodtocrackacoconutshellinhalf,"to cut and gather firewood, to crack a coconut shell in half",,,
cutandgatherfirewoodcrackacoconutshellintohalves,"cut and gather (firewood), crack (a coconut shell) into halves",,,
tocutandgatherfirewood,to cut and gather (firewood),,,
crossbeamconnectingoutriggerboomsonsailingcanoe,crossbeam connecting outrigger booms on sailing canoe,,,
spufferofballoonfish,spuffer of balloon fish,,,
thisclosetospeaker,this close to speaker,,,
pullitinasafishonaline,pull it in (as a fish on a line),,,
oilforanointingthebodyorhair,oil for anointing the body or hair,,,
anointsomeone,anoint (someone),,,
tostirsomethingfromthebottomuptothetopaswhencookingtoscoopupfromthebottomofthepot,"to stir (something) from the bottom up to the top (as when cooking), to scoop up from the bottom of the pot",,,
utensiltostirwithtostirthings,"utensil to stir with, to stir things",,,
avoyagebycanoetosailacanoeorvoyagebycanoe,"a voyage by canoe, to sail a canoe or voyage by canoe",,,
speciesofediblefishfoundoutsidereef,species of edible fish found outside reef,,,
buttockshipkeelorbottomofacanoe,"buttocks, hip, keel or bottom of a canoe",,,
gallbladderhisgallbladder,"gallbladder, his gallbladder",,,
tothatchsomething,to thatch (something),,,
salivatospit,"saliva, to spit",,,
coverblanket,"cover, blanket",,,
tocoversomeone,to cover (someone),,,
yellowbecoloredyellow,"yellow, be colored yellow",,,
leavesandflowersofthegingerplant,leaves and flowers of the ginger plant,,,
poundfoodintopaste,pound food into paste,,,
dopounding,do pounding,,,
hisheadrespectusage,his head (respect usage),,,
leafof,leaf of,,,
havethickblackshinyhair,"have thick, black, shiny hair",,,
useapillow,use a pillow,,,
useorsetuponposts,use or set up on posts,,,
todragorpullsomething,to drag or pull (something),,,
derrisellipiticavineusedforfishpoison,_Derris ellipitica_ vine (used for fish poison),,,
mainpost,main post,,,
floatonanet,float on a net,,,
aromascent,"aroma, scent",,,
holeitshole,"hole, its hole",,,
seabirdduck,"sea bird, duck",,,
sideedgeborderof,"side, edge, border of",,,
makeholes,make holes,,,
makeaholeinit,make a hole in it,,,
beroughraspy,"be rough, raspy",,,
soundpronunciationdialect,"sound, pronunciation, dialect",,,
tohavebeengnawedornibbled,to have been gnawed or nibbled,,,
tognawornibbleonsomethinghard,to gnaw or nibble on (something hard),,,
lipsmouthhislowerjaw,"lips, mouth, his lower jaw",,,
moanofapersoninpaintosoundasadistantcarorplane,"moan (of a person in pain), to sound (as a distant car or plane)",,,
speakloudlybeloud,"speak loudly, be loud",,,
giveadviceetc,"give advice, etc",,,
torestoneself,to rest oneself,,,
togrindsomethingwiththeteeth,to grind (something) with the teeth,,,
becorrecttruehonest,"be correct, true, honest",,,
tosleepdeeply,to sleep deeply,,,
topofagorgeprecipicesharpsloperafterssupportingridgepoleofahouse,"top of a gorge, precipice, sharp slope, rafters supporting ridgepole of a house",,,
beveryflat,be very flat,,,
foreheadhisforeheadhousegable,"forehead, his forehead, house gable",,,
nodorraisethehead,nod or raise the head,,,
spiritghost,"spirit, ghost",,,
hardbaslticrockrockycliff,"hard basltic rock, rocky cliff",,,
fourthoffivegrowthstagesoftheskipjack,fourth of five growth stages of the skipjack,,,
tostirsouporstew,to stir (soup or stew),,,
asmallspoftuna,a small sp. of tuna,,,
kindofsurgeonfish,kind of surgeon fish,,,
haveafragrantodor,have a fragrant odor,,,
badimproperrudeugly,"bad, improper, rude, ugly",,,
roundcircularspherical,"round, circular, spherical",,,
towalkjourneytakeawalk,"to walk, journey, take a walk",,,
beproperwellbehavedwelllikedofpeople,"be proper, well behaved, well liked (of people)",,,
scissors,scissors,,,
toplayorstrumastringedinsgtrumenttostrikealighttoshootaweapon,"to play or strum (a stringed insgtrument), to strike (a light), to shoot (a weapon)",,,
tohangoneself,to hang oneself,,,
adviseetcsomeone,"advise, etc, (someone)",,,
toknowtolearn,"to know, to learn",,,
extinguished,extinguished,,,
betiredexhaustedasfromcarryingaheavyload,"be tired, exhausted (as from carrying a heavy load)",,,
speciesofgrouper,species of grouper,,,
brightness,brightness,,,
builderbindtogether,"builder, bind together",,,
faceorproceedinacertaindirection,face or proceed (in a certain direction),,,
machete,machete,,,
bowlconstellationdelphinus,"bowl, constellation Delphinus",,,
hisagematehispeer,"his age mate, his peer",,,
afishorsmallanimal,(a fish or small animal),,,
beexpectingsomeone,be expecting (someone),,,
new,new,,,
heavenhavebadweather,"heaven, have bad weather",,,
unopenedtoporheadsproutofatree,unopened top or head sprout of a tree,,,
beveryripeetc,"be very ripe, etc",,,
stinkunpleasantsmell,"stink, unpleasant smell",,,
speciesofsquirrelfish,species of squirrel fish,,,
cutandgatherfirewoodcrackacoconutshellinhalf,"cut and gather (firewood), crack (a coconut shell) in half",,,
pondpuddle,"pond, puddle",,,
pompano,pompano,,,
speciesofsnapper,species of snapper,,,
tobreakhatch,"to break, hatch",,,
meansoftransportation,means of transportation,,,
veryearlyinthemorning,very early in the morning,,,
scentoraromaontheair,scent or aroma on the air,,,
tosiftsomething,to sift (something),,,
sieve,sieve,,,
toladlescoop,"to ladle, scoop",,,
awakenedawaken,"awakened, awaken",,,
tostepmarch,"to step, march",,,
tostepovergobeyond,"to step over, go beyond",,,
arrowrootstarchsmegma,"arrowroot starch, smegma",,,
coconutleaffloormat,coconut-leaf floor mat,,,
ownerexpert,"owner, expert",,,
bestillsettledownofaliquidrunaground,"be still, settle down [of a liquid], run aground",,,
pinchnip,"pinch, nip",,,
cook,cook,,,
statedproscriptionsstatementsoftaboos,"stated proscriptions, statements of taboos",,,
helpgivehelp,"help, give help",,,
loadsomething,load something,,,
loadit,load it,,,
gowithaccompanysomeone,"go with, accompany (someone)",,,
sleepwell,sleep well,,,
wintertradewindseason,"winter, trade wind season",,,
areaunderarmorinsideelbow,area under arm or inside elbow,,,
insideofthebody,inside of the body,,,
atnoon,at noon,,,
choosy,choosy,,,
beautiful,beautiful,,,
gumglue,"gum, glue",,,
makeacircle,make a circle,,,
inlandinto,"inland, into",,,
countingclassifierforcoconutortaroleaves,counting classifier for coconut or taro leaves,,,
meetwithsomeone,meet with (someone),,,
beginningof,beginning of,,,
grouppersonof,"group, person of",,,
sayit,say it,,,
piercesomethingtattoosomeone,"pierce (something), tattoo (someone)",,,
childofsiblingofoppositesex,child of sibling of opposite sex,,,
weaveit,weave it,,,
awakensomeone,awaken (someone),,,
story,story,,,
toworshiptraditionalgods,to worship traditional gods,,,
putdown,put down,,,
pointsomethingout,point (something) out,,,
usually,usually,,,
tocatchsomething,to catch (something),,,
suck,suck,,,
porpoiseconstellationcassiopeia,"porpoise, constellation (Cassiopeia)",,,
starsinpegasus,star(s) in Pegasus,,,
poolwherecoconutfibersaresoaked,pool where coconut fibers are soaked,,,
leaveitbehind,leave it behind,,,
infestedwithflies,infested with flies,,,
redclayusedforcaulkingredclayofapplyredclayto,"red clay (used for caulking), red clay of, apply red clay to",,,
poolpond,"pool, pond",,,
outsideit,outside it,,,
believeit,believe it,,,
havefaith,have faith,,,
breakitintomanypieces,break it into many pieces,,,
shatteredpieces,shattered pieces,,,
rottenveryripe,"rotten, very ripe",,,
altair,Altair,,,
procyonsiriuscanopus,"Procyon, Sirius, Canopus",,,
driftfloat,"drift, float",,,
drifthither,drift hither,,,
clearedspace,cleared space,,,
forgetit,forget it,,,
unopenedbudofplants,unopened bud (of plants),,,
clearedground,cleared ground,,,
awake,awake,,,
hislifeexistence,"his life, existence",,,
remember,remember,,,
think,think,,,
healed,healed,,,
healedup,healed up,,,
totwistsomething,to twist (something),,,
manmanof,"man, man of",,,
tocountenumerate,"to count, enumerate",,,
driftdriftaway,"drift, drift away",,,
nameofsmallsandyislands,name of small sandy islands,,,
becomeblockedorclogged,become blocked or clogged,,,
braidedtiedtwistedofhairorleis,"braided, tied, twisted (of hair or leis)",,,
besillydisrespectful,"be silly, disrespectful",,,
tobreak,to break,,,
tobringsomething,to bring (something),,,
becrowdedhavenomoreroom,"be crowded, have no more room",,,
bealight,be alight,,,
speciesofshark,species of shark,,,
turmericyellowpowder,"turmeric, yellow powder",,,
scrapeout,scrape out,,,
breakitinhalf,break it in half,,,
sinfeelsinful,"sin, feel sinful",,,
enterwithheaddown,enter with head down,,,
tocutslice,"to cut, slice",,,
cutorslicesomething,cut or slice (something),,,
largeknife,large knife,,,
tosupportholdupsomething,"to support, hold up (something)",,,
matmadefromyoungcoconutleaves,mat made from young coconut leaves,,,
cutlopofftrimsomething,"cut, lop off, trim (something)",,,
tocrunchaschewingonbones,to crunch (as chewing on bones),,,
spurtsquirt,"spurt, squirt",,,
soakitimmerseitinwater,"soak it, immerse it in water",,,
untiesomething,untie (something),,,
bebornatthesametime,be born at the same time,,,
ropelinesennit,"rope, line, sennit",,,
personbornatsametimeasoneself,person born at same time as oneself,,,
tolandalight,"to land, alight",,,
landsoil,"land, soil",,,
washsomething,wash (something),,,
insideofhisorherthigh,inside of his or her thigh,,,
towashthings,to wash things,,,
pushit,push it,,,
pieces,pieces,,,
mixit,mix it,,,
smell,smell,,,
ininhabitedlowisland,ininhabited low island,,,
aframe,a frame,,,
forestvegetatedarea,"forest, vegetated area",,,
pluckupgrass,pluck up grass,,,
rainraincloud,"rain, rain cloud",,,
pierwallbreakwater,"pier, wall, breakwater",,,
fishnetof,fishnet of,,,
afloatanykindofwoodthatfloatswellitsfloatfloatof,"a float, any kind of wood that floats well, ‘its float, float of",,,
asmalltreewithfragrantflowers,a small tree with fragrant flowers,,,
mainridgepole,main ridgepole,,,
parrotfish,parrot fish,,,
kindofmullet,kind of mullet,,,
atmosphere,atmosphere,,,
bottombuttocks,"bottom, buttocks",,,
toponland,"top, on land",,,
roof,roof,,,
diagonalrafter,diagonal rafter,,,
palelighthazeonthehorizon,pale light haze on the horizon,,,
drag,drag,,,
fishpoisonfishpoisonof,"fish poison, fish poison of",,,
carryachildinthearmsontheside,carry (a child) in the arms on the side,,,
carryonthehipasababy,carry on the hip (as a baby),,,
canoehelmrudder,"canoe helm, rudder",,,
setsomethinguponposts,set (something) up on posts,,,
drillahole,drill a hole,,,
intonationsqueekingsounddialectspeechhisintonation,"intonation, squeeking sound, dialect, speech, his intonation",,,
murmurnoiseheardatadistance,"murmur, noise heard at a distance",,,
callsomeone,call (someone),,,
kindofcrab,kind of crab,,,
ropestring,"rope, string",,,
showingmeathesis,(showing meathesis),,,
roadpathway,"road, path, way",,,
pullonarope,pull on a rope,,,
coconutleaforfrondthathelpsbindittothetree,coconut leaf or frond that helps bind it to the tree,,,
framecover,frame cover,,,
towavebeckon,"to wave, beckon",,,
kindofsharkwithheadlikethatofastingray,kind of shark with head like that of a stingray,,,
agingercurcumalonga,a ginger [_Curcuma longa_],,,
matsgiventoabride,mats given to a bride,,,
childofamanssister,child of a manʻs sister,,,
givestrictorsolemninstructionchargecommanddirectenjoin,"give strict or solemn instruction, charge, command, direct, enjoin",,,
toliftcarryonshoulderwithastick,"to lift, carry on shoulder with a stick",,,
carrybearaburden,"carry, bear [a burden]",,,
topuppersurfacelap,"top, upper surface, lap",,,
clutteredup,cluttered up,,,
pickupgatherup,"pick up, gather up",,,
putorlayorplaceonsomething,put or lay or place on something,,,
stunteddwarfed,"stunted, dwarfed",,,
topassgobeyond,"to pass, go beyond",,,
towalkquicklyhurryonahead,"to walk quickly, hurry on ahead",,,
towalkstepalong,"to walk, step along",,,
propuporsupportbyplacingsomethingunderneath,prop up or support by placing something underneath,,,
cliffboundcoastatthebackofanisland,"cliff-bound coast, at the back of an island",,,
cricket,cricket,,,
absolutelydarkpitchdark,"absolutely dark, pitch dark",,,
ashark,a shark,,,
thickofboardorpaper,thick [of board or paper],,,
productiveoflandandsoilhaveplentyoffood,"productive [of land and soil], have plenty of food",,,
seanearland,sea near land,,,
tosoundasaconchshellwhenblowntowhistle,"to sound as a conch shell when blown, to whistle",,,
largehermitcrab,large hermit crab,,,
toweaveanetorspiderweb,to weave a net or spiderweb,,,
afishrededible,"a fish (red, edible)",,,
placeofburialcemetery,"place of burial, cemetery",,,
toburyorinternsomething,to bury or intern (something),,,
largecoconutleafsuitableforuseinmakingfloormats,large coconut leaf suitable for use in making floor mats,,,
presumablyaloan,(presumably a loan),,,
personwhodoessomething,person who does something,,,
toholdupstop,"to hold up, stop",,,
fingertopoint,"finger, to point",,,
topointto,to point to,,,
tosloughtoshedskinskinorshellthathasbeenshedslough,"to slough, to shed skin, skin or shell that has been shed, slough",,,
takeshelterbesheltered,"take shelter, be sheltered",,,
nibblechewgnaw,"nibble, chew, gnaw",,,
makearattlingorrumblingnoisewhenonebreathes,make a rattling or rumbling noise when one breathes,,,
grunt,grunt,,,
bitewiththeteethmunchcrunchasboneseatwithacrunchingormunchingsound,"bite with the teeth, munch, crunch (as bones), eat with a crunching or munching sound",,,
hum,hum,,,
tellinform,"tell, inform",,,
todecide,to decide,,,
soakintosoakup,"soak into, soak up",,,
crayfishprawn,"crayfish, prawn",,,
kissbyrubbingnoses,kiss by rubbing noses,,,
fingerof,finger of,,,
leftover,leftover (,,,
olddayslonggone,"old days, long gone",,,
belch,belch,,,
branchtwig,"branch, twig",,,
stomachache,stomach ache,,,
toslice,to slice,,,
prepubescentgirl,prepubescent girl,,,
spuronarooster,spur (on a rooster),,,
cutitsliceit,"cut it, slice it",,,
gumhardpalate,"gum, hard palate",,,
putgravelonit,put gravel on it,,,
picked,picked,,,
accompanyitgowithit,"accompany it, go with it",,,
digitup,dig it up,,,
tocompete,to compete,,,
lightitmakeitflash,"light it, make it flash",,,
setfiretoitlightit,"set fire to it, light it",,,
makeitjump,make it jump,,,
cookpreparefood,"cook, prepare food",,,
makeitfastspeedit,"make it fast, speed it",,,
makehimsleepwell,make him sleep well,,,
hat,hat,,,
thelastorendof,the last or end of,,,
makeitdark,make it dark,,,
frightenhimscarehim,"frighten him, scare him",,,
saygoodbyetoseehimoff,"say goodbye to, see (him) off",,,
torestrelax,"to rest, relax",,,
toclearonesthroat,to clear one's throat,,,
finishitcompleteitaccomplishit,"finish it, complete it, accomplish it",,,
becoldchilly,"be cold, chilly",,,
thingwithspinesbladesthorns,"thing with spines, blades, thorns",,,
hithimscratchhim,"hit him, scratch him",,,
makeittight,make it tight,,,
strengthenitmakeitstrong,"strengthen it, make it strong",,,
makeitthick,make it thick,,,
letitdriftaway,let it drift away,,,
makeitlosecolor,make it lose color,,,
makeitsweet,make it sweet,,,
setitdownseathim,"set it down, seat him",,,
causesomethingtodriftaway,cause something to drift away,,,
eraseitextinguishithealitcureit,"erase it, extinguish it, heal it, cure it",,,
tofigureoutcomputecalculate,"to figure out, compute, calculate",,,
beloving,be loving,,,
brightenit,brighten it,,,
makeuseofsomethingbeforeitdisappears,make use of something before it disappears,,,
walkinalineformaprocession,"walk in a line, form a procession",,,
tohelpsupportassist,"to help, support, assist",,,
besmokyfoggy,"be smoky, foggy",,,
mistdustfogcloud,"mist, dust, fog, cloud",,,
tiebeamofhouse,tie beam of house,,,
oceanbottomunderwater,"ocean bottom, underwater",,,
abovetopside,"above, topside",,,
tobuy,to buy,,,
inwater,in water,,,
spearitlanceaboil,"spear it, lance (a boil)",,,
bechangedreplaced,"be changed, replaced",,,
changeitreplaceit,"change it, replace it",,,
itsreplacementitssubstitute,"its replacement, its substitute",,,
tossed,tossed,,,
haveasorefeelinginthethroathaveadrythroat,"have a sore feeling in the throat, have a dry throat",,,
becurlykinkyofhair,"be curly, kinky (of hair)",,,
crumpled,crumpled,,,
palategumalveolarridge,"palate, gum, alveolar ridge",,,
akindofyellowflower,a kind of yellow flower,,,
sproutedbrowncoconut,sprouted brown coconut,,,
tochangeexchangealternate,"to change, exchange, alternate",,,
sickness,sickness,,,
rainfall,rainfall,,,
thereisitexists,"there is, it exists",,,
beunfortunateinbadcondition,"be unfortunate, in bad condition",,,
numericalclassifierforstrungobjects,numerical classifier for strung objects,,,
smallpiececountingclassifier,small piece (counting classifier),,,
mouthfulofliquidcountingclassifier,mouthful of liquid (counting classifier),,,
lengthfromelbowtofingertipcountingclassifier,length from elbow to fingertip (counting classifier),,,
palmfrondleishellbeadbeltincounting,"palm frond, lei, shell bead belt (in counting)",,,
afragmentofspeechincounting,a fragment of speech (in counting),,,
belowdownside,"below, downside",,,
rowslinesincounting,"rows, lines (in counting)",,,
generationincounting,generation (in counting),,,
futurenegativewillnot,"future negative, will not",,,
cutupsegmentofbreadfruit,cut up segment of breadfruit,,,
outwardtothenorthortothesouthietowardopenocean,"outward, to the north or to the south (i.e., toward open ocean)",,,
upupside,"up, upside",,,
emergetoviewcomefrombehind,"emerge to view, come from behind",,,
inspectgoaround,"inspect, go around",,,
coveringtocover,"covering, to cover",,,
round,round,,,
bedrydeadthinskinny,"be dry, dead, thin skinny",,,
crevicehaveholes,"crevice, have holes",,,
getsomethingthroughahole,get something through a hole,,,
topoundbreadfruitpoundingstone,"to pound (breadfruit), pounding stone",,,
flamelight,"flame, light",,,
burnlightup,"burn, light up",,,
betakenup,be taken up,,,
takeuptakeitup,"take up, take it up",,,
totakesomething,to take (something),,,
besnappedoffbrokenoff,"be snapped off, broken off",,,
snapitoffbreakitoff,"snap it off, break it off",,,
snapoffbreakoff,"snap off, break off",,,
originateitbeginit,"originate it, begin it",,,
glueit,glue it,,,
gumsapgluebeglued,"gum, sap, glue, be glued",,,
bethickbushy,"be thick, bushy",,,
mature,mature,,,
goodsmell,good smell,,,
centerofanislandcenterof,"center (of an island), center of",,,
tieitconnectit,"tie it, connect it",,,
betiedfastened,"be tied, fastened",,,
aknottiebindfasten,"a knot, tie, bind, fasten",,,
grassesofseveraltypes,grasses of several types,,,
aswampplantwithgoodsmell,a swamp plant with good smell,,,
shinyflaming,"shiny, flaming",,,
heartkeelsectionofacanoemyheart,"heart, keel section of a canoe, my heart",,,
beoffonesfeetfalltumbledown,"be off one's feet, fall, tumble down",,,
crazystupid,"crazy, stupid",,,
causereason,"cause, reason",,,
outsidecurvedprojectionknee,"outside curved projection, knee",,,
benddowngetlowerloweronesbody,"bend down, get lower, lower one's body",,,
goinacircleberound,"go in a circle, be round",,,
becrookedofbowlegs,be crooked (of bow legs),,,
existbeavailable,"exist, be available",,,
filledwithwater,filled with water,,,
tocirclegoround,"to circle, go round",,,
adopthimher,adopt him/her,,,
toadoptachildbeadoptedcaredfor,"to adopt a child, be adopted, cared for",,,
tobeisolatedfaceawayfromsocietyturnawayfrompeople,"to be isolated, face away from society, turn away from people",,,
stringcord,"string, cord",,,
theearththeglobetheworld,"the earth, the globe, the world",,,
coreofabreadfruitcoreof,"core of a breadfruit, core of",,,
stringit,string it,,,
specialfoodincludingfishsetasideforachief,special food (including fish) set aside for a chief,,,
putfirewoodinit,put firewood in it,,,
kissbyrubbingnosestogether,kiss by rubbing noses together,,,
kisshim,kiss him,,,
rayfish,rayfish,,,
talkaboutit,talk about it,,,
talkdisciplinetradition,"talk, discipline, tradition",,,
berestrictedtaboo,"be restricted, taboo",,,
bescratchedtobruise,"be scratched, to bruise",,,
pierceittattoohim,"pierce it, tattoo him",,,
nativesponge,native sponge,,,
prefixthatshiftsmeaningintheoppositedirectionormakesitlessthanitwouldotherwisebe,prefix that shifts meaning in the opposite direction or makes it less than it would otherwise be,,,
tieittightbindithugher,"tie it tight, bind it, hug her",,,
tobesmokedasfish,to be smoked (as fish),,,
smokeit,smoke it,,,
tolovehimorher,to love him or her,,,
bewakenedaroused,"be wakened, aroused",,,
whathappened,what happened?,,,
akindofneedlefish,a kind of needlefish,,,
sermondiscipline,"sermon, discipline",,,
adviseorpreachtohim,advise or preach to him,,,
spreadunfold,"spread, unfold",,,
spreaditunfoldit,"spread it, unfold it",,,
movebyitsownpowergoaroundandaboutasverbalsuffix,"move by its own power, go, around and about (as verbal suffix)",,,
betight,be tight,,,
togothroughtotheendbecompletecometoanend,"to go through to the end, be complete, come to an end",,,
bespreadunfolded,"be spread, unfolded",,,
